code,name
282330,BGF리테일
004840,DRB동일
017940,E1
012630,HDC
329180,HD현대중공업
234080,JW생명과학
092230,KPX홀딩스
011070,LG이노텍
051910,LG화학
035420,NAVER
400760,NH올원리츠
001380,SG글로벌
003570,SNT다이내믹스
077970,STX엔진
009450,경동나비엔
013580,계룡건설산업
005320,국동
014530,극동유화
024110,기업은행
025860,남해화학
006340,대원전선
001070,대한방직
006650,대한유화
001130,대한제분
003490,대한항공
069460,대호에이엘
102260,동성케미컬
018500,동원금속
030720,동원수산
014820,동원시스템즈
163560,동일고무벨트
454910,두산로보틱스
034020,두산에너빌리티
001530,디아이동일
210540,디와이파워
002760,보락
003850,보령
003000,부광약품
100220,비상교육
030790,비케이탑스
003960,사조대림
010140,삼성중공업
068290,삼성출판사
029780,삼성카드
003720,삼영
023000,삼원강재
007860,서연
017390,서울도시가스
021050,서원
004430,송원산업
126720,수산인더스트리
000480,시알홀딩스
016590,신대양제지
004170,신세계
002030,아세아
002310,아세아제지
122900,아이마켓코리아
003560,아이에이치큐
023960,에쓰씨엔지니어링
298690,에어부산
036570,엔씨소프트
004250,엔피씨
000670,영풍
271560,오리온
001800,오리온홀딩스
006980,우성
105840,우진
008600,윌비스
077500,유니퀘스트
025820,이구산업
006490,인스코비
007110,일신석재
348950,제이알글로벌리츠
088790,진도
003780,진양산업
011000,진원생명과학
000650,천일고속
033780,케이티앤지
357120,코람코라이프인프라리츠
021240,코웨이
036420,콘텐트리중앙
005740,크라운해태홀딩스
039490,키움증권
015890,태경산업
009410,태영건설
084870,티비에이치글로벌
009810,플레이그램
152550,한국ANKOR유전
123890,한국자산신탁
006200,한국전자홀딩스
023350,한국종합기술
008930,한미사이언스
003680,한성기업
004960,한신공영
018880,한온시스템
002220,한일철강
000370,한화손해보험
017800,현대엘리베이터
126560,현대퓨처넷
002460,화성산업
013520,화승코퍼레이션
005010,휴스틸
003280,흥아해운
139050,BF랩스
025440,DH오토웨어
900290,GRT
297890,HB솔루션
067630,HLB생명과학
047920,HLB제약
115450,HLB테라퓨틱스
060370,LS마린솔루션
417200,LS머트리얼즈
091340,S&K폴리텍
419530,SAMG엔터
184230,SGA솔루션즈
457940,SK증권제10호스팩
435870,SK증권제8호스팩
161570,THE MIDONG
032540,TJ미디어
052220,iMBC
078890,가온그룹
950190,고스트스튜디오
060480,국일신동
114450,그린생명과학
187790,나노
253590,네오셈
042420,네오위즈홀딩스
950220,네오이뮨텍
085910,네오티스
330860,네패스아크
069140,누리플랜
039560,다산네트웍스
068240,다원시스
036480,대성미생물
048910,대원미디어
099410,동방선기
033500,동성화인텍
131970,두산테스나
315640,딥노이드
042510,라온시큐어
090360,로보스타
439090,마녀공장
065650,메디프론
250060,모비스
059090,미코
214610,미코바이오메드
206640,바디텍메드
035620,바른손이앤에이
199730,바이오인프라
043150,바텍
177350,베셀
225530,보광산업
310210,보로노이
006910,보성파워텍
365900,브이씨
033560,블루콤
138580,비즈니스온
238200,비피도
419050,삼기이브이
468510,삼성스팩9호
024950,삼천리자전거
091580,상신이디피
027040,서울전자통신
065710,서호전기
043260,성호전자
340440,세림B&G
258830,세종메디칼
053450,세코닉스
321370,센서뷰
068940,셀피글로벌
032680,소프트센
236200,슈프리마
001000,신라섬유
036710,심텍홀딩스
050890,쏠리드
109670,씨싸이트
359090,씨엔알리서치
159010,아스플로
040910,아이씨디
052860,아이앤씨
038880,아이에이
175250,아이큐어
059120,아진엑스텍
297570,알로이스
117670,알파홀딩스
900100,애머릿지
238090,앤디포스
019990,에너토크
304360,에스바이오메딕스
298060,에스씨엠생명과학
065420,에스아이리소스
095910,에스에너지
351320,에스에이티이엔지
109610,에스와이
306040,에스제이그룹
288620,에스퓨얼셀
054630,에이디칩스
298380,에이비엘바이오
453860,에이에스텍
462020,에이치엠씨제6호스팩
200470,에이팩트
038870,에코바이오
101360,에코앤드림
086520,에코프로
064850,에프앤가이드
173940,에프엔씨엔터
083500,에프엔에스테크
054940,엑사이엔씨
333620,엔시스
451700,엔에이치스팩29호
073110,엘엠에스
019590,엠벤처투자
169330,엠브레인
352910,오비고
031510,오스템
244460,올리패스
251370,와이엠티
019210,와이지-원
101170,우림피티에스
307280,원바이오젠
012620,원일특강
382840,원준
095270,웨이브일렉트로
065950,웰크론
044340,위닉스
330350,위더스제약
065370,위세아이텍
299900,위지윅스튜디오
263770,유에스티
442130,유진스팩9호
084370,유진테크
072770,율호
296640,이노룰스
164060,이루다
078020,이베스트투자증권
080010,이상네트웍스
083470,이엠앤아이
088290,이원컴포텍
001840,이화공영
079950,인베니아
216050,인크로스
019540,일지테크
950140,잉글우드랩
049550,잉크테크
043910,자연과환경
289220,자이언트스텝
040420,정상제이엘에스
095700,제넥신
123330,제닉
159580,제로투세븐
079370,제우스
054950,제이브이엠
287410,제이시스메디칼
064800,젬백스링크
034940,조아제약
051980,중앙첨단소재
043610,지니뮤직
208350,지란지교시큐리티
285800,진영
094850,참좋은여행
004650,창해에탄올
047820,초록뱀미디어
317530,캐리소프트
105330,케이엔더블유
042040,케이피엠테크
274090,켄코아에어로스페이스
089010,켐트로닉스
049430,코메론
009730,코센
045970,코아시아
102940,코오롱생명과학
015710,코콤
405100,큐알티
044490,태웅
064520,테크엘
047310,파워로직스
049120,파인디앤씨
106240,파인테크닉스
068050,팬엔터테인먼트
087010,펩트론
007330,푸른저축은행
237750,피앤씨테크
319660,피에스케이
137400,피엔티
291810,핀텔
163730,핑거
446750,하나26호스팩
418170,하나금융22호스팩
067310,하나마이크론
365590,하이딥
450050,하이제8호스팩
221840,하이즈항공
025770,한국정보통신
021650,한국큐빅
037230,한국팩키지
030520,한글과컴퓨터
052600,한네트
092460,한라IMS
024740,한일단조
007770,한일화학
079170,한창산업
319400,현대무벡스
052260,현대바이오랜드
090710,휴림로봇
078590,휴림에이텍
215090,휴센텍
084110,휴온스글로벌
343090,HLB사이언스
227420,도부마스크
223220,로지스몬
253610,루트락
258250,셀젠텍
447690,아이오바이오
217910,에스제이켐
224020,에스케이씨에스
121060,유니포인트
336040,타스컴
318660,타임기술
434190,탈로스
202960,판도라티비
448900,한국피아이엠
006840,AK홀딩스
001460,BYC
001040,CJ
375500,DL이앤씨
365550,ESR켄달스퀘어리츠
267260,HD현대일렉트릭
204320,HL만도
058850,KTcs
034220,LG디스플레이
051900,LG생활건강
338100,NH프라임리츠
011810,STX
002710,TCC스틸
024070,WISCOM
017040,광명전기
001140,국보
008870,금비
008350,남선알미늄
004370,농심
006370,대구백화점
000490,대동
008110,대동전자
005750,대림비앤코
084690,대상홀딩스
128820,대성산업
003090,대웅
015230,대창단조
005880,대한해운
003830,대한화섬
016090,대현
012510,더존비즈온
004830,덕성
282690,동아타이어
049770,동원F&B
111380,동인기연
241560,두산밥캣
009900,명신산업
357250,미래에셋맵스리츠
006800,미래에셋증권
007210,벽산
011390,부산산업
032830,삼성생명
005930,삼성전자
000070,삼양홀딩스
004690,삼천리
001820,삼화콘덴서공업
004410,서울식품공업
067830,세이브존I&C
068270,셀트리온
017550,수산중공업
034300,신세계건설
308170,씨티알모빌리티
008700,아남전자
090430,아모레퍼시픽
267850,아시아나IDT
139990,아주스틸
137310,에스디바이오센서
006740,영풍제지
002630,오리엔트바이오
011690,와이투솔루션
095720,웅진씽크빅
001200,유진증권
000100,유한양행
457190,이수스페셜티케미컬
005950,이수화학
015020,이스타코
084680,이월드
008500,일정실업
001620,케이비아이동국실업
005070,코스모신소재
259960,크래프톤
011280,태림포장
950210,프레스티지바이오파마
002200,한국수출포장공업
015760,한국전력공사
000970,한국주철관공업
007280,한국특강
011500,한농화성
014680,한솔케미칼
004710,한솔테크닉스
300720,한일시멘트
051600,한전KPS
009460,한창제지
042660,한화오션
453340,현대그린푸드
086280,현대글로비스
011760,현대코퍼레이션
001450,현대해상
003010,혜인
004800,효성
000540,흥국화재
058820,CMG제약
180400,DXVX
095340,ISC
458320,KB제26호스팩
044180,KD
122450,KX
086960,MDS테크
053290,NE능률
019550,SBI인베스트먼트
036120,SCI평가정보
099220,SDN
089230,THE E&M
051390,YW
036620,감성코퍼레이션
094480,갤럭시아머니트리
198440,고려시멘트
900280,골든센츄리
215000,골프존
121440,골프존뉴딘홀딩스
035080,그래디언트
204020,그리티
121600,나노신소재
036800,나이스정보통신
168330,내츄럴엔도텍
153460,네이블커뮤니케이션즈
348210,넥스틴
234690,녹십자웰빙
078140,대봉엘에스
065150,대산F&B
096350,대창솔루션
010170,대한광통신
263600,덕우전자
261200,덴티스
005290,동진쎄미켐
025900,동화기업
263690,디알젬
214680,디알텍
109740,디에스케이
196490,디에이테크놀로지
197140,디지캡
033130,디지틀조선
418420,라온텍
412350,레이저쎌
108490,로보티즈
060240,룽투코리아
302550,리메드
067280,멀티캠퍼스
021880,메이슨캐피탈
140410,메지온
434480,모니터랩
348030,모비릭스
001810,무림SP
279600,미디어젠
018700,바른손
267790,배럴
046310,백금T&A
008470,부스타
054220,비츠로시스
050090,비케이홀딩스
448740,삼성스팩8호
009300,삼아제약
089980,상아프론테크
043710,서울리거
092190,서울바이오시스
140070,서플러스글로벌
011370,서한
011560,세보엠이씨
396300,세아메카닉스
039310,세중
331920,셀레믹스
068760,셀트리온제약
033790,스카이문스테크놀로지
115570,스타플렉스
330730,스톤브릿지벤처스
253450,스튜디오드래곤
416180,신성에스티
243840,신흥에스이씨
222800,심텍
208640,썸에이지
099320,쎄트렉아이
340810,씨유박스
092040,아미코젠
083930,아바코
127710,아시아경제
143160,아이디스
214430,아이쓰리시스템
032080,아즈텍WB
148250,알엔투테크놀로지
085810,알티캐스트
196300,애니젠
205500,액션스퀘어
052790,액토즈소프트
042110,에스씨디
260970,에스앤디
031330,에스에이엠티
365330,에스와이스틸텍
041910,에스텍파마
203400,에이비온
021080,에이티넘인베스트
262260,에이프로
089970,에이피티씨
317870,엔바이오니아
067570,엔브이에이치코리아
101400,엔시트론
208860,엔지스테크널러지
058450,엔터파트너즈
069410,엔텔스
170920,엘티씨
241790,오션브릿지
049480,오픈베이스
082210,옵트론텍
321820,와이더플래닛
432430,와이랩
103840,우양
457550,우진엔텍
376980,원티드랩
196700,웹스
069080,웹젠
377460,위니아에이드
320000,윈텍
089850,유비벨록스
435380,유안타제10호스팩
388720,유일로보틱스
067920,이글루
303530,이노뎁
246960,이노테라피
115610,이미지스
123570,이엠넷
377330,이지트로닉스
024810,이화전기
352940,인바이오
189300,인텔리안테크
150840,인트로메딕
048530,인트론바이오
234920,자이글
174880,장원테크
217190,제너셈
094970,제이엠티
229000,젠큐릭스
382800,지앤비에스 에코
362320,청담글로벌
016790,카나리아바이오
119860,커넥트웨이브
900310,컬러레이
078340,컴투스
089150,케이씨티
432470,케이엔에스
036030,케이티알파
064820,케이프
391710,코닉오토메이션
078940,퀀타피아
365270,큐라클
372320,큐로셀
115180,큐리언트
433530,키움제7호스팩
054780,키이스트
360070,탑머티리얼
124560,태웅로직스
191420,테고사이언스
066700,테라젠이텍스
200230,텔콘RF제약
215480,토박스코리아
045340,토탈소프트
064760,티씨케이
356860,티엘비
321550,티움바이오
425040,티이엠씨
214450,파마리서치
131760,파인텍
032800,판타지오
263750,펄어비스
389140,포바이포
189690,포시에스
331380,포커스에이치엔에스
041020,폴라리스오피스
053160,프리엠스
405000,플라즈맵
237820,플레이디
257370,피엔티엠에스
376180,피코그램
454750,하나28호스팩
373200,하인크코리아
039340,한국경제TV
053300,한국정보인증
452190,한빛레이저
034810,해성산업
059270,해성티피씨
039010,현대에이치티
060560,홈센타홀딩스
064240,홈캐스트
061250,화일약품
097870,효성오앤비
353190,휴럼
263920,휴엠앤씨
024060,흥구석유
010240,흥국
076340,관악산업
283100,노보믹스
178600,대동고려삼
302920,더콘텐츠온
238500,로보쓰리에이아이앤로보틱스
200580,메디쎄이
354390,바스칸바이오제약
149300,아퓨어스
212310,오건에코텍
140660,위월드
337840,유엑스엔
279060,이노벡스
250030,진코스텍
052960,태양3C
296160,프로젠
138930,BNK금융지주
000120,CJ대한통운
000210,DL
089470,HDC현대EP
097230,HJ중공업
011200,HMM
119650,KC코트렐
000040,KR모터스
044450,KSS해운
032640,LG유플러스
066570,LG전자
456040,OCI
005490,POSCO홀딩스
010950,S-Oil
006120,SK디스커버리
210980,SK디앤디
285130,SK케미칼
002820,SUN&L
002900,TYM
037270,YG PLUS
010130,고려아연
002240,고려제강
006280,녹십자
023590,다우기술
019680,대교
008060,대덕
014160,대영포장
069620,대웅제약
003220,대원제약
000300,대유플러스
023450,동남합성
000640,동아쏘시오홀딩스
170900,동아에스티
006040,동원산업
004890,동일산업
092200,디아이씨
280360,롯데웰푸드
009680,모토닉
107590,미원홀딩스
003650,미창석유공업
448730,삼성FN리츠
145990,삼양사
005680,삼영전자공업
010960,삼호개발
004450,삼화왕관
075180,새론오토모티브
007540,샘표
200880,서연이화
007610,선도전기
002420,세기상사
003030,세아제강지주
013000,세우글로벌
021820,세원정공
033530,세종공업
026890,스틱인베스트먼트
002700,신일전자
404990,신한서부티엔디리츠
055550,신한지주
183190,아세아시멘트
011090,에넥스
003060,에이프로젠바이오로직스
085310,엔케이
010400,우진아이엔에스
446070,유니드비티플러스
047400,유니온머티리얼
003460,유화증권
008730,율촌화학
007660,이수페타시스
093230,이아이디
334890,이지스밸류플러스리츠
023810,인팩
000230,일동홀딩스
003120,일성신약
015860,일진홀딩스
226320,잇츠한불
089590,제주항공
063160,종근당바이오
012600,청호ICT
377300,카카오페이
002380,케이씨씨
281820,케이씨텍
145270,케이탑리츠
450140,코오롱모빌리티그룹
284740,쿠쿠홈시스
020120,키다리스튜디오
028670,팬오션
047050,포스코인터내셔널
019490,하이트론씨스템즈
000140,하이트진로홀딩스
027970,한국제지
161890,한국콜마
053690,한미글로벌
020000,한섬
003300,한일홀딩스
372910,한컴라이프케어
452260,한화갤러리아
088350,한화생명
101530,해태제과식품
012330,현대모비스
069960,현대백화점
005380,현대자동차
010660,화천기계
081660,휠라홀딩스
083790,CG인바이츠
051500,CJ프레시웨이
056730,CNT85
290120,DH오토리드
245620,EDGC
083450,GST
078150,HB테크놀러지
028300,HLB
448760,IBKS제22호스팩
469480,IBKS제24호스팩
099520,ITX-AI
024840,KBI메탈
024120,KB오토시스
376190,LB루셈
309960,LB인베스트먼트
049470,SGA
472230,SK증권제11호스팩
048770,TPC
317240,TS트릴리온
217730,강스템바이오텍
114190,강원에너지
039240,경남스틸
011040,경동제약
366030,공구우먼
029480,광무
397880,교보11호스팩
078130,국일제지
138610,나이벡
111710,남화산업
091590,남화토건
285490,노바텍
144960,뉴파워프라즈마
340360,다보링크
017650,대림제지
129920,대성하이텍
471050,대신밸런스제17호스팩
020180,대신정보통신
045390,대아티아이
140520,대창스틸
299170,더블유에스아이
224060,더코디
077360,덕산하이메탈
086450,동국제약
041930,동아화성
023790,동일철강
203650,드림시큐리티
217620,디딤이앤에프
016670,디모아
187870,디바이스이엔지
110990,디아이티
043360,디지아이
263020,디케이앤디
131180,딜리
232680,라온테크
388790,라이콤
347700,라이프시맨틱스
084650,랩지노믹스
281740,레이크머티리얼즈
071280,로체시스템즈
093520,매커스
288980,모아데이타
033200,모아텍
333050,모코엠시스
412930,미래에셋비전스팩1호
418470,밀리의서재
301300,바이브컴퍼니
064550,바이오니아
099430,바이오플러스
099390,브레인즈컴퍼니
146320,비씨엔씨
083650,비에이치아이
230980,비유테크놀러지
093190,빅솔론
425290,삼성스팩6호
038540,상상인
294630,서남
038070,서린바이오
003100,선광
081580,성우전자
045300,성우테크론
188260,세니젠
347000,센코
950200,소마젠
066910,손오공
357780,솔브레인
036830,솔브레인홀딩스
328380,솔트웨어
424960,스마트레이더시스템
204630,스튜디오산타클로스
472220,신영스팩10호
418210,신한제10호스팩
187270,신화콘텍
352480,씨앤씨인터내셔널
352700,씨앤투스
189330,씨이랩
052300,씨티프라퍼티
052710,아모텍
050860,아세아텍
136410,아셈스
067390,아스트
154030,아시아종묘
307180,아이엘사이언스
101390,아이엠
059100,아이컴포넌트
013310,아진산업
158430,아톤
354320,알멕
140670,알에스오토메이션
310200,애니플러스
030960,양지사
102120,어보브반도체
038680,에스넷
217480,에스디생명공학
246250,에스엘에스바이오
096630,에스코넥
039440,에스티아이
317830,에스피시스템스
312610,에이에프더블류
448280,에코아이
128540,에코캡
036810,에프에스티
950130,엑세스바이오
391060,엔에이치스팩20호
438580,엔에이치스팩25호
439410,엔에이치스팩26호
183490,엔지켐생명과학
323230,엠에프엠코리아
033160,엠케이전자
060850,영림원소프트랩
080520,오디텍
053980,오상자이엘
052420,오성첨단소재
131030,옵투스제약
065530,와이어블
155650,와이엠씨
273060,와이즈버즈
122870,와이지엔터테인먼트
032820,우리기술
153490,우리이앤엘
065680,우주일렉트로
104830,원익머트리얼즈
335870,윙스풋
078070,유비쿼스홀딩스
449020,유안타제13호스팩
468760,유진스팩10호
388800,유진스팩7호
240600,유진테크놀로지
302430,이노메트리
418620,이에이트
039030,이오테크닉스
092130,이크레더블
096040,이트론
134060,이퓨쳐
101930,인화정공
068330,일신바이오
049630,재영솔루텍
045510,정원엔시스
147830,제룡산업
023440,제이스코홀딩스
204270,제이앤티씨
026040,제이에스티나
033050,제이엠아이
089790,제이티
216080,제테마
033340,좋은사람들
036890,진성티이씨
007370,진양제약
016920,카스
050110,캠시스
452300,캡스톤파트너스
451760,컨텍
093320,케이아이엔엑스
068100,케이웨더
258610,케일럼
047770,코데즈컴바인
190650,코리아에셋투자증권
241710,코스메카코리아
196450,코아시아씨엠
121850,코이즈
448710,코츠테크놀로지
066310,큐에스아이
110790,크리스에프앤씨
446840,키움제8호스팩
054450,텔레칩스
199800,툴젠
322180,티라유텍
131290,티에스이
062860,티엘아이
208340,파멥신
150900,파수
368770,파이버프로
170790,파이오링크
441270,파인엠텍
065690,파커스
251970,펌텍코리아
321260,프로이천
303360,프로티아
241820,피씨엘
031980,피에스케이홀딩스
043370,피에이치에이
062970,피피아이
435620,하나금융25호스팩
149980,하이로닉
013030,하이록코리아
106190,하이텍팜
034950,한국기업평가
039740,한국정보공학
436610,한국제11호스팩
430690,한싹
054920,한컴위드
386580,한화플러스제2호스팩
455310,한화플러스제4호스팩
460930,현대힘스
243070,휴온스
238490,힘스
112190,KC산업
456700,길교이앤씨
257990,나우코스
199290,바이오프로테크
322190,베른
267080,세븐브로이맥주
217320,썬테크
103660,씨앗
311960,에이아이더뉴트리진
140610,엔솔바이오사이언스
276240,엘리비젼
419700,이브이파킹서비스
233990,질경이
258050,테크트랜스
217950,파마리서치바이오
341170,퓨쳐메디신
000590,CS홀딩스
016610,DB금융투자
017860,DS단석
383220,F&F
007070,GS리테일
009440,KC그린홀딩스
092220,KEC
003620,KG모빌리티
033180,KH 필룩스
079550,LIG넥스원
001120,LX인터내셔널
108670,LX하우시스
383800,LX홀딩스
030190,NICE평가정보
402340,SK스퀘어
465770,STX그린로지스
000860,강남제비스코
035250,강원랜드
002100,경농
012610,경인양행
030610,교보증권
339770,교촌에프앤비
214330,금호에이치티
251270,넷마블
145210,다이나믹디자인
016710,대성홀딩스
192080,더블유게임즈
024900,덕양산업
145720,덴티움
460860,동국제강
028100,동아지질
001520,동양
092780,동양피스톤
000020,동화약품
016740,두올
024090,디씨엠
003160,디아이
094800,맵스리얼티1
138040,메리츠금융지주
090370,메타랩스
017180,명문제약
005360,모나미
009580,무림P&P
025560,미래산업
007120,미래아이앤지
002840,미원상사
134380,미원화학
026940,부국철강
008040,사조동아원
006090,사조오양
001470,삼부토건
006660,삼성공조
016360,삼성증권
272550,삼양패키징
041650,상신브레이크
019440,세아특수강
248070,솔루엠
029530,신도리코
035510,신세계I&C
006880,신송홀딩스
002870,신풍
003410,쌍용씨앤이
403550,쏘카
020560,아시아나항공
001780,알루코
010580,에스엠벡셀
025530,에스제이엠홀딩스
140910,에이리츠
078520,에이블씨엔씨
900140,엘브이엠씨
003520,영진약품
016880,웅진
014830,유니드
014990,인디에프
101140,인바이오젠
023800,인지컨트롤스
033240,자화전자
194370,제이에스코퍼레이션
030000,제일기획
001550,조비
018470,조일알미늄
002600,조흥
185750,종근당
044380,주연테크
013870,지엠비코리아
100250,진양홀딩스
002780,진흥기업
035720,카카오
009070,케이씨티시
030200,케이티
071950,코아스
007980,태평양물산
363280,티와이홀딩스
091810,티웨이항공
036580,팜스코
004720,팜젠사이언스
001020,페이퍼코리아
003670,포스코퓨처엠
352820,하이브
025540,한국단자공업
010100,한국무브넥스
004090,한국석유공업
000240,한국앤컴퍼니
025890,한국주강
161390,한국타이어앤테크놀로지
128940,한미약품
213500,한솔제지
014130,한익스프레스
180640,한진칼
195870,해성디에스
006060,화승인더스트리
060310,3S
311690,CJ 바이오사이언스
214270,FSN
130500,GH신소재
403870,HPSP
036640,HRS
035900,JYP Ent.
318000,KBG
464680,KB제27호스팩
111870,KH 전자
060720,KH바텍
058400,KNN
038340,MIT
060250,NHN KCP
327260,RF머트리얼즈
036540,SFA반도체
421800,교보12호스팩
456490,교보14호스팩
006050,국영지앤엠
307750,국전약품
308100,까스텔바작
407400,꿈비
039860,나노엔텍
405920,나라셀라
089600,나스미디어
396270,넥스트칩
376930,노을
154040,다산솔루에타
048470,대동스틸
457390,대신밸런스제15호스팩
007680,대원
078600,대주전자재료
054670,대한뉴팜
100130,동국S&C
030350,드래곤플라이
104460,디와이피엔에프
113810,디젠스
383930,디티앤씨알오
317120,라닉스
200350,래몽래인
038390,레드캡투어
228670,레이
067730,로지시스
328130,루닛
038060,루멘스
012700,리드코프
377450,리파인
377480,마음AI
305090,마이크로디지탈
098120,마이크로컨텍솔
267980,매일유업
377030,맥스트
215200,메가스터디교육
058110,멕아이씨에스
006920,모헨즈
100790,미래에셋벤처투자
448830,미래에셋비전스팩3호
086040,바이오톡스텍
331520,밸로프
019010,베뉴지
338220,뷰노
413640,비아이매트릭스
142760,비엘
065450,빅텍
018310,삼목에스폼
009620,삼보산업
225190,삼양옵틱스
054540,삼영엠텍
000250,삼천당제약
415580,상상인제3호스팩
411080,샌즈랩
252990,샘씨엔에스
178320,서진시스템
122690,서진오토모티브
014620,성광벤드
148150,세경하이테크
100700,세운메디칼
024830,세원물산
036630,세종텔레콤
067770,세진티에스
299660,셀리드
099440,스맥
159910,스킨앤스킨
408900,스튜디오미르
020710,시공테크
048870,시너지이노베이션
232830,시큐센
025870,신라에스지
056700,신화인터텍
257720,실리콘투
900120,씨엑스아이
115530,씨엔플러스
013990,아가방컴퍼니
123860,아나패스
357580,아모센스
149950,아바텍
289010,아이스크림에듀
368600,아이씨에이치
069920,아이에스이커머스
031310,아이즈비전
262840,아이퀘스트
052460,아이크래프트
372800,아이티아이즈
053800,안랩
260660,알리코제약
096610,알에프세미
123750,알톤스포츠
092600,앤씨앤
121890,에스디시스템
101490,에스앤에스텍
060540,에스에이티
214310,에스엘에너지
007820,에스엠코어
031860,에스유홀딩스
052020,에스티큐브
237690,에스티팜
443670,에스피소프트
043340,에쎈테크
187660,에이디엠코리아
357230,에이치피오
383310,에코프로에이치엔
070300,엑스큐어
182400,엔케이맥스
348370,엔켐
048830,엔피케이
096870,엘디티
037950,엘컴텍
347890,엠투아이
039830,오로라
046120,오르비텍
036220,오상헬스케어
368970,오에스피
394280,오픈엣지테크놀로지
122990,와이솔
112290,와이씨켐
072470,우리산업홀딩스
014190,원익큐브
112040,위메이드
101730,위메이드맥스
142210,유니트론텍
084440,유비온
024800,유성티엔에스
023410,유진기업
215790,이노인스트루먼트
344860,이노진
053350,이니텍
041520,이라이콤
065440,이루온
181340,이즈미디어
099750,이지케어텍
041830,인바디
100030,인지소프트
119610,인터로조
039290,인포뱅크
178780,일월지엠엘
417840,저스템
110020,전진바이오팜
072520,제넨바이오
361390,제노코
137950,제이씨케미칼
199820,제일전기공업
082270,젬백스
044060,조광ILI
067000,조이시티
144510,지씨셀
119850,지엔씨에너지
109820,진매트릭스
278280,천보
071850,캐스텍코리아
307930,컴퍼니케이
221980,케이디켐
039420,케이엘넷
102370,케이옥션
024880,케이피에프
054410,케이피티유
082660,코스나인
950160,코오롱티슈진
348080,큐라티스
445680,큐리옥스바이오시스템즈
900250,크리스탈신소재
045520,크린앤사이언스
214150,클래시스
023160,태광
323280,태성
053620,태양
073640,테라사이언스
393210,토마토시스템
079970,투비소프트
057680,티사이언티픽
043220,티에스넥스젠
277880,티에스아이
131100,티엔엔터테인먼트
130740,티피씨글로벌
084730,팅크웨어
091700,파트론
318010,팜스빌
318020,포인트모바일
256630,포인트엔지니어링
234100,폴라리스세원
114630,폴라리스우노
445180,퓨릿
023770,플레이위드
032580,피델릭스
002230,피에스텍
239890,피엔에이치테크
347740,피엔케이피부임상연구센타
304840,피플바이오
469880,하나30호스팩
222980,한국맥널티
041460,한국전자인증
464440,한국제13호스팩
054040,한국컴퓨터
256150,한독크린텍
047080,한빛소프트
002680,한탑
430460,한화플러스제3호스팩
011080,형지I&C
039610,화성밸브
200670,휴메딕스
037440,희림
260870,SK시그넷
296520,가이아코퍼레이션
243870,굿센
244880,나눔테크
317860,노드메이슨
229500,노브메타파마
199150,데이터스트림즈
176750,듀켐바이오
179720,렌딩머신
289170,바이오텐
266170,뿌리깊은나무들
185190,수프로
236030,씨알푸드
456570,아이엠지티
299670,에스엠비나
122830,원포유
232530,이엠티
216400,인바이츠바이오코아
176590,코나솔
189350,코셋
169670,코스텍시스템
136660,큐엠씨
346010,타이드
180060,탑선
027410,BGF
011150,CJ씨푸드
012030,DB
155660,DSR
069730,DSR제강
001250,GS글로벌
035000,HS애드
001060,JW중외제약
096760,JW홀딩스
432320,KB스타리츠
001940,KISCO홀딩스
025000,KPX케미칼
373220,LG에너지솔루션
229640,LS에코에너지
023150,MH에탄올
005940,NH투자증권
034310,NICE
178920,PI첨단소재
034120,SBS
005090,SGC에너지
004060,SG세계물산
001770,SHD
009160,SIMPAC
096770,SK이노베이션
